邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
Brain,发送,1,MDK_PTPRZ1,Brain,MDK,PTPRZ1,1.183,0.0
Brain,发送,2,PPIA_BSG,Brain,PPIA,BSG,1.126,0.016
Brain,发送,3,CDH2_CDH2,Brain,CDH2,CDH2,0.846,0.0
Brain,发送,4,TENM3_ADGRL2,Brain,TENM3,ADGRL2,0.729,0.0
Brain,发送,5,LRFN4_PTPRF,Brain,LRFN4,PTPRF,0.667,0.0
Brain,发送,6,LRRC4C_PTPRF,Brain,LRRC4C,PTPRF,0.663,0.0
Brain,发送,7,TENM4_ADGRL2,Brain,TENM4,ADGRL2,0.629,0.003
Brain,发送,8,DLK1_NOTCH1,Brain,DLK1,NOTCH1,0.628,0.0
Brain,发送,9,PTN_PTPRZ1,Brain,PTN,PTPRZ1,0.628,0.0
Brain,发送,10,JAM3_JAM3,Brain,JAM3,JAM3,0.555,0.001
Brain,接收,1,MDK_PTPRZ1,Brain,PTPRZ1,MDK,1.183,0.0
Brain,接收,2,PPIA_BSG,Brain,BSG,PPIA,1.126,0.016
Brain,接收,3,CDH2_CDH2,Brain,CDH2,CDH2,0.846,0.0
Brain,接收,4,TENM3_ADGRL2,Brain,ADGRL2,TENM3,0.729,0.0
Brain,接收,5,LRFN4_PTPRF,Brain,PTPRF,LRFN4,0.667,0.0
Brain,接收,6,LRRC4C_PTPRF,Brain,PTPRF,LRRC4C,0.663,0.0
Brain,接收,7,TENM4_ADGRL2,Brain,ADGRL2,TENM4,0.629,0.003
Brain,接收,8,DLK1_NOTCH1,Brain,NOTCH1,DLK1,0.628,0.0
Brain,接收,9,PTN_PTPRZ1,Brain,PTPRZ1,PTN,0.628,0.0
Brain,接收,10,JAM3_JAM3,Brain,JAM3,JAM3,0.555,0.001
Brain_1_24_Target,发送,1,MDK_PTPRZ1,Brain,MDK,PTPRZ1,1.211,0.0
Brain_1_24_Target,发送,2,CDH2_CDH2,Brain,CDH2,CDH2,0.934,0.0
Brain_1_24_Target,发送,3,NTN1_DCC,Brain,NTN1,DCC,0.899,0.0
Brain_1_24_Target,发送,4,2arachidonoylglycerol_byDAGLB_CNR1,Brain,2arachidonoylglycerol,byDAGLB,0.863,0.0
Brain_1_24_Target,发送,5,TENM3_ADGRL2,Brain,TENM3,ADGRL2,0.856,0.0
Brain_1_24_Target,发送,6,TENM4_ADGRL2,Brain,TENM4,ADGRL2,0.757,0.0
Brain_1_24_Target,发送,7,LRFN4_PTPRF,Brain,LRFN4,PTPRF,0.732,0.005
Brain_1_24_Target,发送,8,LRRC4C_PTPRF,Brain,LRRC4C,PTPRF,0.727,0.006
Brain_1_24_Target,发送,9,FLRT3_ADGRL2,Brain,FLRT3,ADGRL2,0.678,0.0
Brain_1_24_Target,发送,10,PTN_PTPRZ1,Brain,PTN,PTPRZ1,0.656,0.001
Brain_1_24_Target,接收,1,CDH2_CDH2,Brain,CDH2,CDH2,0.934,0.0
Brain_1_24_Target,接收,2,TENM3_ADGRL2,Brain,ADGRL2,TENM3,0.901,0.0
Brain_1_24_Target,接收,3,LRFN4_PTPRF,Brain,PTPRF,LRFN4,0.687,0.005
Brain_1_24_Target,接收,4,TENM3_ADGRL3,Brain,ADGRL3,TENM3,0.658,0.0
Brain_1_24_Target,接收,5,LRRC4B_PTPRF,Brain,PTPRF,LRRC4B,0.64,0.002
