邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Mesenchyme_1_92_Target,35,24.205,0.6915714285714285,1.544,0.454
Neural crest,27,12.856000000000002,0.4761481481481482,1.607,0.189
Brain,29,8.022,0.27662068965517245,0.836,0.141
Sclerotome,16,8.014000000000001,0.5008750000000001,0.73,0.306
Mesenchyme,18,7.554999999999998,0.4197222222222221,1.102,0.144
Cavity,7,1.666,0.238,0.388,0.21
