邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度,细胞接收平均强度,细胞发送平均强度
Notochord,34,30,64,17.025,14.619999999999997,31.644999999999996,0.5007352941176471,0.48733333333333323,0.49445312499999994,0.21820895522388056,0.25410447761194027
Branchial arch,8,18,26,6.054999999999999,12.977,19.032,0.7568749999999999,0.7209444444444445,0.732,0.19368656716417912,0.0903731343283582
Neural crest,25,13,38,7.835999999999999,8.261999999999999,16.098,0.31344,0.6355384615384614,0.4236315789473684,0.12331343283582087,0.11695522388059701
Brain,26,6,32,10.273000000000001,1.553,11.826,0.39511538461538465,0.2588333333333333,0.3695625,0.02317910447761194,0.15332835820895524
Cavity_1_9_Target,1,0,1,0.233,0.0,0.233,0.233,0.0,0.233,0.0,0.0034776119402985077
