邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Brain,217,69.62900000000003,0.32087096774193563,1.138,0.095
Neural crest,173,49.727000000000004,0.28743930635838155,1.178,0.102
Sclerotome,76,33.17599999999999,0.43652631578947354,1.335,0.135
Mesenchyme,66,21.935999999999996,0.3323636363636363,1.199,0.125
Brain_1_42_Target,13,4.628000000000001,0.3560000000000001,0.576,0.161
Cavity,0,0.0,0.0,0.0,0.0
