邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Notochord,123,123,246,64.37400000000001,64.37400000000001,128.74800000000002,0.5233658536585367,0.5233658536585367,0.5233658536585367
Branchial arch,133,121,254,58.46699999999998,58.232,116.69899999999998,0.4396015037593983,0.4812561983471074,0.45944488188976373
Notochord_1_21_Target,111,109,220,57.29800000000001,57.53300000000003,114.83100000000005,0.5161981981981982,0.5278256880733948,0.5219590909090911
Neural crest,98,110,208,44.484999999999985,54.193000000000005,98.678,0.4539285714285713,0.4926636363636364,0.47441346153846153
Brain,100,90,190,51.146000000000015,39.418,90.56400000000002,0.5114600000000001,0.43797777777777774,0.4766526315789475
AGM,26,27,53,17.128,19.488,36.616,0.6587692307692308,0.7217777777777777,0.6908679245283019
Cavity,17,17,34,10.802,9.862,20.664,0.6354117647058823,0.5801176470588235,0.607764705882353
