邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord,123,64.37400000000001,0.5233658536585367,1.093,0.119
Branchial arch,133,58.46699999999998,0.4396015037593983,1.177,0.136
Notochord_1_21_Target,111,57.29800000000001,0.5161981981981982,1.135,0.121
Brain,100,51.146000000000015,0.5114600000000001,1.098,0.15
Neural crest,98,44.484999999999985,0.4539285714285713,0.986,0.168
AGM,26,17.128,0.6587692307692308,1.17,0.334
Cavity,17,10.802,0.6354117647058823,0.885,0.279
