邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Branchial arch,195,118,313,79.08000000000006,52.93700000000001,132.01700000000005,0.40553846153846185,0.4486186440677967,0.42177955271565515
Heart,139,139,278,65.046,65.046,130.092,0.46795683453237413,0.46795683453237413,0.46795683453237413
Neural crest,156,117,273,68.50900000000001,50.218,118.72700000000002,0.4391602564102565,0.42921367521367526,0.43489743589743596
AGM,159,113,272,66.30399999999997,44.12400000000001,110.42799999999998,0.41700628930817596,0.3904778761061948,0.405985294117647
Heart_1_73_Target,111,99,210,53.37200000000001,51.141999999999996,104.51400000000001,0.4808288288288289,0.5165858585858586,0.49768571428571434
Connective tissue,60,82,142,34.315,45.651999999999994,79.96699999999998,0.5719166666666666,0.5567317073170731,0.5631478873239436
Liver,107,69,176,44.134,32.30000000000001,76.43400000000001,0.41246728971962615,0.46811594202898565,0.434284090909091
Cavity,25,17,42,14.101999999999997,9.321,23.422999999999995,0.5640799999999999,0.5482941176470588,0.5576904761904761
