邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Branchial arch,195,79.08000000000006,0.40553846153846185,2.274,0.11
Neural crest,156,68.50900000000001,0.4391602564102565,2.102,0.131
AGM,159,66.30399999999997,0.41700628930817596,2.026,0.13
Heart,139,65.046,0.46795683453237413,2.784,0.107
Heart_1_73_Target,111,53.37200000000001,0.4808288288288289,2.694,0.132
Liver,107,44.134,0.41246728971962615,2.016,0.101
Connective tissue,60,34.315,0.5719166666666666,2.419,0.174
Cavity,25,14.101999999999997,0.5640799999999999,1.851,0.191
