邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF1R,Dermomyotome,IGF2,IGF1R,1.66,0.0
AGM,发送,2,IGF2_IGF2R,Dermomyotome,IGF2,IGF2R,1.644,0.0
AGM,发送,3,DLK1_NOTCH2,Dermomyotome,DLK1,NOTCH2,1.341,0.0
AGM,发送,4,DLK1_NOTCH3,Dermomyotome,DLK1,NOTCH3,1.339,0.0
AGM,发送,5,DLK1_NOTCH1,Dermomyotome,DLK1,NOTCH1,1.309,0.0
AGM,发送,6,CADM1_CADM1,Dermomyotome,CADM1,CADM1,0.968,0.0
AGM,发送,7,CADM1_NECTIN3,Dermomyotome,CADM1,NECTIN3,0.814,0.0
AGM,发送,8,PDGFC_PDGFRA,Dermomyotome,PDGFC,PDGFRA,0.677,0.004
AGM,发送,9,NTN1_UNC5C,Dermomyotome,NTN1,UNC5C,0.613,0.0
AGM,发送,10,NTN1_UNC5B,Dermomyotome,NTN1,UNC5B,0.57,0.0
AGM,接收,1,FGF10_FGFR2,Dermomyotome,FGFR2,FGF10,1.188,0.0
AGM,接收,2,PPIA_BSG,Dermomyotome,BSG,PPIA,1.142,0.011
AGM,接收,3,CADM1_CADM1,Dermomyotome,CADM1,CADM1,0.968,0.0
AGM,接收,4,CADM1_NECTIN3,Dermomyotome,NECTIN3,CADM1,0.766,0.023
AGM,接收,5,NECTIN2_NECTIN3,Dermomyotome,NECTIN3,NECTIN2,0.626,0.0
AGM,接收,6,FLRT3_ADGRL2,Dermomyotome,ADGRL2,FLRT3,0.616,0.0
AGM,接收,7,TENM4_ADGRL2,Dermomyotome,ADGRL2,TENM4,0.592,0.006
AGM,接收,8,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,Dermomyotome,byALDH1A2,atRetinoicAcid,0.591,0.0
AGM,接收,9,EFNA5_EPHA3,Dermomyotome,EPHA3,EFNA5,0.591,0.0
AGM,接收,10,atRetinoicAcid_byALDH1A2_RAreceptor_RXRA,Dermomyotome,byALDH1A2,atRetinoicAcid,0.558,0.0
Brain,发送,1,CADM1_CADM1,Dermomyotome,CADM1,CADM1,1.706,0.009
Brain,发送,2,2arachidonoylglycerol_byDAGLB_CNR1,Dermomyotome,2arachidonoylglycerol,byDAGLB,1.477,0.003
Brain,发送,3,SLIT2_ROBO2,Dermomyotome,SLIT2,ROBO2,1.241,0.008
Brain,发送,4,APLP2_PLXNA4,Dermomyotome,APLP2,PLXNA4,1.045,0.011
Brain,发送,5,APP_PLXNA4,Dermomyotome,APP,PLXNA4,1.029,0.009
Brain,发送,6,CDH2_CDH2,Dermomyotome,CDH2,CDH2,1.018,0.045
Brain,发送,7,WNT16_SFRP1,Dermomyotome,WNT16,SFRP1,0.994,0.027
Brain,发送,8,FN1_integrin_aVb5_complex,Dermomyotome,FN1,integrin,0.984,0.047
Brain,发送,9,WNT5B_SFRP1,Dermomyotome,WNT5B,SFRP1,0.971,0.031
Brain,发送,10,WNT5A_SFRP1,Dermomyotome,WNT5A,SFRP1,0.965,0.044
Brain,接收,1,CADM1_CADM1,Dermomyotome,CADM1,CADM1,1.706,0.009
Brain,接收,2,CADM1_NECTIN3,Dermomyotome,NECTIN3,CADM1,1.504,0.011
Brain,接收,3,DLL3_NOTCH2,Dermomyotome,NOTCH2,DLL3,1.341,0.0
Brain,接收,4,APP_FPR2,Dermomyotome,FPR2,APP,1.273,0.01
Brain,接收,5,DLL3_NOTCH1,Dermomyotome,NOTCH1,DLL3,1.27,0.0
Brain,接收,6,DLL3_NOTCH3,Dermomyotome,NOTCH3,DLL3,1.226,0.0
Brain,接收,7,APP_TNFRSF21,Dermomyotome,TNFRSF21,APP,1.178,0.009
Brain,接收,8,SLIT2_ROBO1,Dermomyotome,ROBO1,SLIT2,1.155,0.022
Brain,接收,9,CDH2_CDH2,Dermomyotome,CDH2,CDH2,1.018,0.045
Brain,接收,10,TF_TFRC,Dermomyotome,TFRC,TF,0.819,0.016
Cavity,发送,1,DLK1_NOTCH1,Dermomyotome,DLK1,NOTCH1,1.308,0.0
Cavity,发送,2,DLK1_NOTCH2,Dermomyotome,DLK1,NOTCH2,1.272,0.001
Connective tissue,发送,1,IGF2_IGF2R,Dermomyotome,IGF2,IGF2R,1.981,0.015
Connective tissue,发送,2,PPIA_BSG,Dermomyotome,PPIA,BSG,1.637,0.001
Connective tissue,发送,3,PDGFC_PDGFRA,Dermomyotome,PDGFC,PDGFRA,0.99,0.033
Connective tissue,发送,4,PDGFA_PDGFRA,Dermomyotome,PDGFA,PDGFRA,0.801,0.032
Connective tissue,发送,5,NTN1_UNC5B,Dermomyotome,NTN1,UNC5B,0.587,0.028
Connective tissue,发送,6,LRPAP1_SORT1,Dermomyotome,LRPAP1,SORT1,0.581,0.022
Connective tissue,发送,7,NECTIN3_PVR,Dermomyotome,NECTIN3,PVR,0.541,0.013
Connective tissue,发送,8,BDNF_SORT1,Dermomyotome,BDNF,SORT1,0.533,0.016
