邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Brain,166,58.239000000000004,0.35083734939759037,1.142,0.091
Neural crest,159,52.51099999999999,0.33025786163522003,1.192,0.1
Sclerotome,56,26.145000000000007,0.4668750000000001,1.339,0.135
Brain_1_1_Target,53,17.672,0.33343396226415095,1.241,0.108
Mesenchyme,55,17.043,0.30987272727272724,0.689,0.147
Notochord,13,6.981,0.537,1.088,0.343
Cavity,0,0.0,0.0,0.0,0.0
