cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,970,111.0,223.9,21.1,35.77
Brain,target,98,108.2,244.8,0.0,0.0
Cavity,single_cluster,243,113.4,238.0,8.5,23.16
Mesenchyme,single_cluster,28,154.8,191.9,70.4,3.3
Neural crest,single_cluster,129,121.4,203.3,43.5,36.39
Notochord,single_cluster,1,105.0,240.0,5.7,0.0
Sclerotome,single_cluster,10,150.2,192.7,66.9,1.84
