邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Connective tissue,31,112,143,16.459,54.65,71.109,0.5309354838709678,0.48794642857142856,0.4972657342657342
Dermomyotome,86,54,140,33.046,25.891,58.937,0.38425581395348835,0.4794629629629629,0.4209785714285714
AGM,102,63,165,33.53699999999999,22.876,56.413,0.32879411764705874,0.3631111111111111,0.3418969696969697
Sclerotome,77,49,126,29.198999999999998,20.779,49.977999999999994,0.37920779220779216,0.42406122448979594,0.3966507936507936
Liver,26,31,57,15.883999999999997,18.149999999999995,34.03399999999999,0.6109230769230768,0.5854838709677418,0.5970877192982454
Mesenchyme,43,43,86,16.878,16.878,33.756,0.39251162790697675,0.39251162790697675,0.39251162790697675
Mesenchyme_1_91_Target,31,27,58,18.914,10.689000000000002,29.603,0.6101290322580646,0.39588888888888896,0.510396551724138
