cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,285,93.9,216.8,11.4,11.99
Branchial arch,single_cluster,124,117.9,200.3,17.7,7.47
Cavity,single_cluster,62,104.0,209.8,0.9,13.85
Heart,single_cluster,28,111.8,192.4,19.9,3.2
Neural crest,target,27,103.2,210.3,0.0,0.0
Notochord,single_cluster,129,120.2,213.8,17.4,12.18
Sclerotome,single_cluster,1,108.0,210.0,4.8,0.0
