cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,797,117.4,225.9,35.7,35.19
Brain,target,38,146.9,205.8,0.0,0.0
Cavity,single_cluster,153,119.4,233.7,39.2,29.12
Mesenchyme,single_cluster,21,154.9,190.2,17.5,3.26
Neural crest,single_cluster,90,143.8,194.7,11.6,14.65
Sclerotome,single_cluster,10,150.2,192.7,13.5,1.84
