邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,FGF10_FGFR2,AGM,FGF10,FGFR2,1.132,0.0
AGM,发送,2,MPZL1_MPZL1,AGM,MPZL1,MPZL1,0.764,0.045
AGM,发送,3,COL3A1_integrin_a1b1_complex,AGM,COL3A1,integrin,0.757,0.025
AGM,发送,4,COL3A1_integrin_a11b1_complex,AGM,COL3A1,integrin,0.754,0.011
AGM,发送,5,COL3A1_ADGRG1,AGM,COL3A1,ADGRG1,0.752,0.008
AGM,发送,6,PDGFC_PDGFRA,AGM,PDGFC,PDGFRA,0.652,0.0
AGM,发送,7,TENM3_ADGRL2,AGM,TENM3,ADGRL2,0.652,0.001
AGM,发送,8,SLIT2_ROBO1,AGM,SLIT2,ROBO1,0.585,0.0
AGM,发送,9,FLRT3_ADGRL2,AGM,FLRT3,ADGRL2,0.569,0.0
AGM,发送,10,TENM4_ADGRL2,AGM,TENM4,ADGRL2,0.562,0.0
AGM,接收,1,FGF10_FGFR2,AGM,FGFR2,FGF10,1.132,0.0
AGM,接收,2,MPZL1_MPZL1,AGM,MPZL1,MPZL1,0.764,0.045
AGM,接收,3,COL3A1_integrin_a1b1_complex,AGM,integrin,COL3A1,0.757,0.025
AGM,接收,4,COL3A1_integrin_a11b1_complex,AGM,integrin,COL3A1,0.754,0.011
AGM,接收,5,COL3A1_ADGRG1,AGM,ADGRG1,COL3A1,0.752,0.008
AGM,接收,6,PDGFC_PDGFRA,AGM,PDGFRA,PDGFC,0.652,0.0
AGM,接收,7,TENM3_ADGRL2,AGM,ADGRL2,TENM3,0.652,0.001
AGM,接收,8,SLIT2_ROBO1,AGM,ROBO1,SLIT2,0.585,0.0
AGM,接收,9,FLRT3_ADGRL2,AGM,ADGRL2,FLRT3,0.569,0.0
AGM,接收,10,TENM4_ADGRL2,AGM,ADGRL2,TENM4,0.562,0.0
AGM_1_118_Target,发送,1,IGF2_IGF1R,AGM,IGF2,IGF1R,1.735,0.0
AGM_1_118_Target,发送,2,PPIA_BSG,AGM,PPIA,BSG,1.239,0.01
AGM_1_118_Target,发送,3,FGF10_FGFR2,AGM,FGF10,FGFR2,1.156,0.025
AGM_1_118_Target,发送,4,MPZL1_MPZL1,AGM,MPZL1,MPZL1,0.899,0.0
AGM_1_118_Target,发送,5,COL3A1_integrin_a1b1_complex,AGM,COL3A1,integrin,0.788,0.01
AGM_1_118_Target,发送,6,COL3A1_integrin_a11b1_complex,AGM,COL3A1,integrin,0.776,0.006
AGM_1_118_Target,发送,7,SLIT2_ROBO1,AGM,SLIT2,ROBO1,0.751,0.0
AGM_1_118_Target,发送,8,LRFN4_PTPRF,AGM,LRFN4,PTPRF,0.701,0.048
AGM_1_118_Target,发送,9,PDGFC_PDGFRA,AGM,PDGFC,PDGFRA,0.683,0.001
AGM_1_118_Target,发送,10,IGF1_IGF1R,AGM,IGF1,IGF1R,0.646,0.0
