邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Neural crest,169,169,338,66.30299999999998,66.30299999999998,132.60599999999997,0.39232544378698214,0.39232544378698214,0.39232544378698214
Notochord,148,154,302,67.39600000000003,60.25899999999999,127.65500000000003,0.4553783783783786,0.39129220779220775,0.4226986754966888
Branchial arch,130,110,240,56.85499999999997,50.75500000000001,107.60999999999999,0.4373461538461536,0.461409090909091,0.4483749999999999
Mesenchyme,54,51,105,50.72800000000001,43.22500000000001,93.95300000000002,0.9394074074074076,0.8475490196078433,0.8947904761904764
Brain,114,119,233,50.17400000000001,36.849,87.023,0.4401228070175439,0.30965546218487394,0.37348927038626606
Sclerotome,67,74,141,40.229000000000006,36.87,77.099,0.6004328358208956,0.4982432432432432,0.5468014184397163
Neural crest_1_15_Target,61,79,140,30.201000000000015,32.23799999999999,62.43900000000001,0.4950983606557379,0.4080759493670885,0.4459928571428572
AGM,27,22,49,21.275999999999996,17.315,38.590999999999994,0.7879999999999998,0.7870454545454546,0.7875714285714285
Cavity,9,13,22,7.602,5.536,13.138,0.8446666666666667,0.4258461538461538,0.5971818181818181
