邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
Brain,发送,1,MDK_PTPRZ1,Brain,MDK,PTPRZ1,1.225,0.0
Brain,发送,2,PPIA_BSG,Brain,PPIA,BSG,1.145,0.0
Brain,发送,3,CDH2_CDH2,Brain,CDH2,CDH2,0.903,0.0
Brain,发送,4,TENM3_ADGRL2,Brain,TENM3,ADGRL2,0.796,0.0
Brain,发送,5,CADM1_CADM1,Brain,CADM1,CADM1,0.726,0.0
Brain,发送,6,CADM1_NECTIN3,Brain,CADM1,NECTIN3,0.701,0.0
Brain,发送,7,LRFN4_PTPRF,Brain,LRFN4,PTPRF,0.693,0.0
Brain,发送,8,DLK1_NOTCH1,Brain,DLK1,NOTCH1,0.682,0.0
Brain,发送,9,LRRC4C_PTPRF,Brain,LRRC4C,PTPRF,0.675,0.0
Brain,发送,10,TENM4_ADGRL2,Brain,TENM4,ADGRL2,0.655,0.0
Brain,接收,1,MDK_PTPRZ1,Brain,PTPRZ1,MDK,1.225,0.0
Brain,接收,2,PPIA_BSG,Brain,BSG,PPIA,1.145,0.0
Brain,接收,3,CDH2_CDH2,Brain,CDH2,CDH2,0.903,0.0
Brain,接收,4,TENM3_ADGRL2,Brain,ADGRL2,TENM3,0.796,0.0
Brain,接收,5,CADM1_CADM1,Brain,CADM1,CADM1,0.726,0.0
Brain,接收,6,CADM1_NECTIN3,Brain,NECTIN3,CADM1,0.701,0.0
Brain,接收,7,LRFN4_PTPRF,Brain,PTPRF,LRFN4,0.693,0.0
Brain,接收,8,DLK1_NOTCH1,Brain,NOTCH1,DLK1,0.682,0.0
Brain,接收,9,LRRC4C_PTPRF,Brain,PTPRF,LRRC4C,0.675,0.0
Brain,接收,10,TENM4_ADGRL2,Brain,ADGRL2,TENM4,0.655,0.0
Brain_1_8_Target,发送,1,FN1_integrin_a4b1_complex,Brain,FN1,integrin,0.681,0.0
Brain_1_8_Target,发送,2,CD44_TYROBP,Brain,CD44,TYROBP,0.629,0.0
Brain_1_8_Target,发送,3,DLK1_NOTCH3,Brain,DLK1,NOTCH3,0.592,0.035
Brain_1_8_Target,发送,4,WNT5A_SFRP1,Brain,WNT5A,SFRP1,0.497,0.024
Brain_1_8_Target,发送,5,TENM3_ADGRL3,Brain,TENM3,ADGRL3,0.493,0.04
Brain_1_8_Target,发送,6,WNT5B_SFRP1,Brain,WNT5B,SFRP1,0.464,0.044
Brain_1_8_Target,发送,7,WNT5A_SFRP2,Brain,WNT5A,SFRP2,0.434,0.046
Brain_1_8_Target,发送,8,EFNB1_EPHB4,Brain,EFNB1,EPHB4,0.425,0.001
Brain_1_8_Target,发送,9,EFNB1_EPHB3,Brain,EFNB1,EPHB3,0.397,0.0
Brain_1_8_Target,发送,10,JAM2_integrin_a4b1_complex,Brain,JAM2,integrin,0.385,0.0
Brain_1_8_Target,接收,1,PPIA_BSG,Brain,BSG,PPIA,1.182,0.015
Brain_1_8_Target,接收,2,COL3A1_ADGRG1,Brain,ADGRG1,COL3A1,1.092,0.0
Brain_1_8_Target,接收,3,IGF2_IGF1R,Brain,IGF1R,IGF2,1.057,0.0
