cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,457,116.0,217.6,4.1,29.76
Branchial arch,single_cluster,14,110.8,207.0,8.1,5.84
Cavity,single_cluster,83,114.0,217.3,2.7,15.7
Neural crest,single_cluster,555,114.1,212.6,2.5,23.78
Neural crest,target,8,113.0,214.8,0.0,0.0
Notochord,single_cluster,124,117.9,218.6,6.2,11.68
Sclerotome,single_cluster,1,108.0,210.0,6.9,0.0
