邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Connective tissue_1_126_Target,110,205,315,49.36599999999999,79.28199999999994,128.64799999999994,0.4487818181818181,0.38674146341463383,0.408406349206349
Connective tissue,178,178,356,59.544000000000025,59.544000000000025,119.08800000000005,0.3345168539325844,0.3345168539325844,0.3345168539325844
Heart,139,114,253,59.444999999999986,46.565,106.00999999999999,0.427661870503597,0.40846491228070175,0.41901185770750987
Liver,140,77,217,54.490999999999985,40.681000000000004,95.172,0.38922142857142844,0.5283246753246754,0.4385806451612903
AGM,167,110,277,52.46299999999998,37.27699999999999,89.73999999999997,0.31414970059880226,0.33888181818181806,0.3239711191335739
Dermomyotome,105,98,203,39.188,37.62,76.80799999999999,0.3732190476190476,0.38387755102040816,0.3783645320197044
Mesenchyme,89,131,220,35.473,40.00499999999999,75.47799999999998,0.3985730337078652,0.3053816793893129,0.3430818181818181
Cavity,13,13,26,7.415,4.781000000000001,12.196000000000002,0.5703846153846154,0.3677692307692308,0.4690769230769231
