邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Connective tissue_1_126_Target,205,79.28199999999994,0.38674146341463383,2.303,0.107
Connective tissue,178,59.544000000000025,0.3345168539325844,1.962,0.109
Heart,114,46.565,0.40846491228070175,2.164,0.104
Liver,77,40.681000000000004,0.5283246753246754,1.96,0.128
Mesenchyme,131,40.00499999999999,0.3053816793893129,1.46,0.116
Dermomyotome,98,37.62,0.38387755102040816,1.438,0.135
AGM,110,37.27699999999999,0.33888181818181806,0.806,0.113
Cavity,13,4.781000000000001,0.3677692307692308,0.52,0.138
