邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord,134,58.94699999999999,0.4399029850746268,1.107,0.095
Brain,161,53.96100000000001,0.33516149068322987,0.836,0.097
Neural crest,101,42.297000000000004,0.4187821782178218,1.468,0.108
Brain_1_20_Target,46,16.123,0.35050000000000003,1.231,0.127
Cavity,8,3.531,0.441375,0.715,0.194
