邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Heart,100,42.19100000000002,0.4219100000000002,2.691,0.066
Neural crest,90,36.085,0.40094444444444444,2.139,0.083
Branchial arch,90,36.06599999999998,0.4007333333333331,2.307,0.069
AGM,62,26.943000000000012,0.43456451612903246,2.086,0.079
Heart_1_18_Target,51,26.695000000000004,0.5234313725490197,2.829,0.084
Liver,59,23.975000000000005,0.4063559322033899,2.075,0.105
Connective tissue,54,21.596000000000004,0.399925925925926,2.373,0.079
Notochord,22,17.712000000000003,0.8050909090909092,1.667,0.425
Cavity,13,4.6,0.3538461538461538,1.045,0.078
