邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord,158,68.41399999999997,0.43299999999999983,1.14,0.116
Notochord_1_5_Target,126,57.309,0.4548333333333333,1.214,0.113
Branchial arch,121,55.43599999999997,0.4581487603305783,1.964,0.113
Neural crest,136,54.94099999999999,0.4039779411764705,1.686,0.117
Brain,92,35.084,0.38134782608695655,1.28,0.111
AGM,21,16.108,0.7670476190476191,2.061,0.244
Cavity,20,9.712000000000002,0.4856000000000001,1.237,0.149
