cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
AGM,single_cluster,58,132.7,181.9,12.3,5.21
Brain,single_cluster,27,134.7,201.9,12.7,3.4
Branchial arch,target,22,126.2,192.4,0.0,0.0
Cavity,single_cluster,31,120.9,189.5,6.1,13.7
Heart,single_cluster,220,119.0,187.3,8.8,8.81
Liver,single_cluster,10,131.0,183.5,10.1,4.77
Neural crest,single_cluster,232,131.2,194.2,5.3,13.53
Notochord,single_cluster,38,128.6,204.3,12.1,3.95
