邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF1R,Connective tissue,IGF2,IGF1R,1.73,0.0
AGM,发送,2,DLK1_NOTCH2,Connective tissue,DLK1,NOTCH2,1.439,0.0
AGM,发送,3,DLK1_NOTCH3,Connective tissue,DLK1,NOTCH3,1.416,0.0
AGM,发送,4,DLK1_NOTCH1,Connective tissue,DLK1,NOTCH1,1.379,0.0
AGM,发送,5,MPZL1_MPZL1,Connective tissue,MPZL1,MPZL1,0.791,0.0
AGM,发送,6,WNT2_SFRP1,Connective tissue,WNT2,SFRP1,0.695,0.0
AGM,发送,7,FLRT3_ADGRL2,Connective tissue,FLRT3,ADGRL2,0.649,0.0
AGM,发送,8,APP_FPR2,Connective tissue,APP,FPR2,0.62,0.0
AGM,发送,9,LRFN4_PTPRF,Connective tissue,LRFN4,PTPRF,0.604,0.018
AGM,发送,10,TENM3_ADGRL2,Connective tissue,TENM3,ADGRL2,0.57,0.0
AGM,接收,1,FGF10_FGFR2,Connective tissue,FGFR2,FGF10,1.157,0.0
AGM,接收,2,MPZL1_MPZL1,Connective tissue,MPZL1,MPZL1,0.791,0.0
AGM,接收,3,PDGFC_PDGFRA,Connective tissue,PDGFRA,PDGFC,0.734,0.0
AGM,接收,4,EFNA5_EPHA3,Connective tissue,EPHA3,EFNA5,0.725,0.0
AGM,接收,5,WNT5A_SFRP1,Connective tissue,SFRP1,WNT5A,0.644,0.0
AGM,接收,6,WNT5B_SFRP1,Connective tissue,SFRP1,WNT5B,0.633,0.0
AGM,接收,7,CADM1_NECTIN3,Connective tissue,NECTIN3,CADM1,0.606,0.0
AGM,接收,8,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,Connective tissue,byALDH1A2,atRetinoicAcid,0.603,0.0
AGM,接收,9,LRFN4_PTPRF,Connective tissue,PTPRF,LRFN4,0.601,0.035
AGM,接收,10,WNT2_SFRP1,Connective tissue,SFRP1,WNT2,0.597,0.0
Cavity,发送,1,DLK1_NOTCH2,Connective tissue,DLK1,NOTCH2,1.382,0.0
Cavity,发送,2,DLK1_NOTCH1,Connective tissue,DLK1,NOTCH1,1.37,0.0
Cavity,发送,3,COL3A1_ADGRG1,Connective tissue,COL3A1,ADGRG1,1.105,0.0
Cavity,发送,4,APP_FPR2,Connective tissue,APP,FPR2,0.541,0.022
Cavity,发送,5,APP_TNFRSF21,Connective tissue,APP,TNFRSF21,0.509,0.0
Cavity,发送,6,FLRT3_ADGRL3,Connective tissue,FLRT3,ADGRL3,0.429,0.0
Cavity,发送,7,WNT2_SFRP2,Connective tissue,WNT2,SFRP2,0.381,0.0
Cavity,发送,8,WNT2_FZD3_LRP6,Connective tissue,WNT2,FZD3,0.369,0.0
Cavity,发送,9,WNT2_FZD7_LRP6,Connective tissue,WNT2,FZD7,0.369,0.0
Cavity,发送,10,WNT2_FZD2_LRP6,Connective tissue,WNT2,FZD2,0.369,0.0
Cavity,接收,1,WNT5A_SFRP1,Connective tissue,SFRP1,WNT5A,0.614,0.0
Cavity,接收,2,WNT2_SFRP1,Connective tissue,SFRP1,WNT2,0.599,0.0
Cavity,接收,3,PDGFC_PDGFRA,Connective tissue,PDGFRA,PDGFC,0.561,0.002
Cavity,接收,4,PDGFA_PDGFRA,Connective tissue,PDGFRA,PDGFA,0.555,0.0
Cavity,接收,5,EFNA5_EPHA3,Connective tissue,EPHA3,EFNA5,0.525,0.0
Cavity,接收,6,EFNA4_EPHA3,Connective tissue,EPHA3,EFNA4,0.455,0.0
Cavity,接收,7,VEGFA_NRP2,Connective tissue,NRP2,VEGFA,0.348,0.038
Cavity,接收,8,TNC_integrin_a9b1_complex,Connective tissue,integrin,TNC,0.304,0.015
Cavity,接收,9,WNT5A_ROR1,Connective tissue,ROR1,WNT5A,0.297,0.002
Cavity,接收,10,TNC_integrin_a8b1_complex,Connective tissue,integrin,TNC,0.183,0.003
Connective tissue,发送,1,IGF2_IGF2R,Connective tissue,IGF2,IGF2R,1.88,0.045
Connective tissue,发送,2,IGF2_IGF1R,Connective tissue,IGF2,IGF1R,1.726,0.0
Connective tissue,发送,3,DLK1_NOTCH2,Connective tissue,DLK1,NOTCH2,1.53,0.0
Connective tissue,发送,4,DLK1_NOTCH1,Connective tissue,DLK1,NOTCH1,1.394,0.0
Connective tissue,发送,5,DLK1_NOTCH3,Connective tissue,DLK1,NOTCH3,1.366,0.0
