邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord_1_52_Target,134,62.72200000000001,0.4680746268656717,1.453,0.089
Neural crest,149,61.05399999999998,0.40975838926174485,1.48,0.107
Notochord,130,60.779,0.46753076923076925,1.098,0.121
Branchial arch,88,47.842999999999996,0.5436704545454545,1.787,0.14
Brain,104,46.08500000000001,0.4431250000000001,1.152,0.11
Cavity,44,20.166000000000007,0.458318181818182,1.03,0.134
