邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Neural crest,83,45,128,34.719,21.482,56.201,0.41830120481927713,0.4773777777777778,0.4390703125
Sclerotome,65,44,109,27.159,20.901,48.06,0.41783076923076923,0.47502272727272726,0.4409174311926606
Dermomyotome,33,43,76,17.091,22.979000000000003,40.07000000000001,0.517909090909091,0.5343953488372094,0.5272368421052632
Brain,32,32,64,14.993,8.966,23.959,0.46853125,0.2801875,0.374359375
Mesenchyme,15,15,30,7.972999999999999,7.972999999999999,15.945999999999998,0.5315333333333333,0.5315333333333333,0.5315333333333333
Mesenchyme_1_109_Target,22,15,37,8.77,5.396000000000001,14.166,0.3986363636363636,0.3597333333333334,0.3828648648648649
AGM,17,11,28,8.909,3.463,12.372,0.5240588235294118,0.31481818181818183,0.44185714285714284
Cavity,2,0,2,1.4489999999999998,0.0,1.4489999999999998,0.7244999999999999,0.0,0.7244999999999999
