邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,NCAM1_FGFR1,Connective tissue,NCAM1,FGFR1,0.811,0.039
AGM,发送,2,TENM3_ADGRL1,Connective tissue,TENM3,ADGRL1,0.7,0.029
AGM,发送,3,TENM4_ADGRL1,Connective tissue,TENM4,ADGRL1,0.633,0.034
AGM,发送,4,TENM4_FLRT3_complex_ADGRL1,Connective tissue,TENM4,FLRT3,0.633,0.034
AGM,发送,5,FLRT2_ADGRL1,Connective tissue,FLRT2,ADGRL1,0.584,0.036
AGM,发送,6,WNT2_FZD1_LRP5,Connective tissue,WNT2,FZD1,0.584,0.016
AGM,发送,7,SEMA3A_PlexinA2_complex1,Connective tissue,SEMA3A,PlexinA2,0.567,0.046
AGM,发送,8,PTPRD_IL1RAP,Connective tissue,PTPRD,IL1RAP,0.55,0.031
AGM,发送,9,WNT2_FZD8_LRP5,Connective tissue,WNT2,FZD8,0.505,0.011
AGM,发送,10,TENM2_ADGRL1,Connective tissue,TENM2,ADGRL1,0.499,0.038
AGM,接收,1,IL1RAP_PTPRF,Connective tissue,PTPRF,IL1RAP,0.891,0.03
AGM,接收,2,WNT5B_SFRP1,Connective tissue,SFRP1,WNT5B,0.752,0.041
AGM,接收,3,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,Connective tissue,byALDH1A2,atRetinoicAcid,0.75,0.011
AGM,接收,4,atRetinoicAcid_byALDH1A2_RAreceptor_RXRA,Connective tissue,byALDH1A2,atRetinoicAcid,0.726,0.006
AGM,接收,5,atRetinoicAcid_byALDH1A2_RAreceptor_RARA_RXRA,Connective tissue,byALDH1A2,atRetinoicAcid,0.72,0.006
AGM,接收,6,atRetinoicAcid_byALDH1A2_RAreceptor_RARA,Connective tissue,byALDH1A2,atRetinoicAcid,0.72,0.009
AGM,接收,7,atRetinoicAcid_byALDH1A2_RAreceptor_RARB_RXRB,Connective tissue,byALDH1A2,atRetinoicAcid,0.696,0.008
AGM,接收,8,atRetinoicAcid_byALDH1A2_RAreceptor_RARB,Connective tissue,byALDH1A2,atRetinoicAcid,0.696,0.008
AGM,接收,9,atRetinoicAcid_byALDH1A2_RAreceptor_RARG,Connective tissue,byALDH1A2,atRetinoicAcid,0.678,0.013
AGM,接收,10,TENM4_FLRT3_complex_ADGRL1,Connective tissue,FLRT3,TENM4,0.566,0.035
Cavity,发送,1,EFNA5_EPHA5,Connective tissue,EFNA5,EPHA5,0.292,0.002
Cavity,发送,2,EFNA4_EPHA5,Connective tissue,EFNA4,EPHA5,0.222,0.01
Cavity,发送,3,EFNA2_EPHA5,Connective tissue,EFNA2,EPHA5,0.184,0.013
