邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
Brain,发送,1,PPIA_BSG,Brain,PPIA,BSG,1.162,0.027
Brain,发送,2,CDH2_CDH2,Brain,CDH2,CDH2,0.912,0.0
Brain,发送,3,LRRC4C_PTPRF,Brain,LRRC4C,PTPRF,0.827,0.0
Brain,发送,4,WNT5A_SFRP1,Brain,WNT5A,SFRP1,0.804,0.0
Brain,发送,5,LRRC4B_PTPRF,Brain,LRRC4B,PTPRF,0.75,0.0
Brain,发送,6,LRFN4_PTPRF,Brain,LRFN4,PTPRF,0.746,0.029
Brain,发送,7,TENM3_ADGRL2,Brain,TENM3,ADGRL2,0.719,0.0
Brain,发送,8,WNT5B_SFRP1,Brain,WNT5B,SFRP1,0.693,0.0
Brain,发送,9,WNT7A_SFRP1,Brain,WNT7A,SFRP1,0.66,0.0
Brain,发送,10,WNT7B_SFRP1,Brain,WNT7B,SFRP1,0.65,0.0
Brain,接收,1,PPIA_BSG,Brain,BSG,PPIA,1.162,0.027
Brain,接收,2,CDH2_CDH2,Brain,CDH2,CDH2,0.912,0.0
Brain,接收,3,LRRC4C_PTPRF,Brain,PTPRF,LRRC4C,0.827,0.0
Brain,接收,4,WNT5A_SFRP1,Brain,SFRP1,WNT5A,0.804,0.0
Brain,接收,5,LRRC4B_PTPRF,Brain,PTPRF,LRRC4B,0.75,0.0
Brain,接收,6,LRFN4_PTPRF,Brain,PTPRF,LRFN4,0.746,0.029
Brain,接收,7,TENM3_ADGRL2,Brain,ADGRL2,TENM3,0.719,0.0
Brain,接收,8,WNT5B_SFRP1,Brain,SFRP1,WNT5B,0.693,0.0
Brain,接收,9,WNT7A_SFRP1,Brain,SFRP1,WNT7A,0.66,0.0
Brain,接收,10,WNT7B_SFRP1,Brain,SFRP1,WNT7B,0.65,0.0
Brain_1_53_Target,发送,1,CDH2_CDH2,Brain,CDH2,CDH2,0.959,0.007
Brain_1_53_Target,发送,2,2arachidonoylglycerol_byDAGLB_CNR1,Brain,2arachidonoylglycerol,byDAGLB,0.867,0.008
Brain_1_53_Target,发送,3,NTN1_DCC,Brain,NTN1,DCC,0.79,0.015
Brain_1_53_Target,发送,4,TENM3_ADGRL3,Brain,TENM3,ADGRL3,0.747,0.015
Brain_1_53_Target,发送,5,WNT7A_SFRP1,Brain,WNT7A,SFRP1,0.703,0.048
Brain_1_53_Target,发送,6,WNT7B_SFRP1,Brain,WNT7B,SFRP1,0.693,0.047
Brain_1_53_Target,发送,7,TENM2_ADGRL3,Brain,TENM2,ADGRL3,0.66,0.004
Brain_1_53_Target,发送,8,EFNB3_EPHB1,Brain,EFNB3,EPHB1,0.592,0.045
Brain_1_53_Target,发送,9,FN1_integrin_a4b7_complex,Brain,FN1,integrin,0.583,0.008
Brain_1_53_Target,发送,10,FLRT3_ADGRL3,Brain,FLRT3,ADGRL3,0.5,0.047
Brain_1_53_Target,接收,1,WNT5A_SFRP1,Brain,SFRP1,WNT5A,0.997,0.004
Brain_1_53_Target,接收,2,CDH2_CDH2,Brain,CDH2,CDH2,0.959,0.007
Brain_1_53_Target,接收,3,TENM2_ADGRL2,Brain,ADGRL2,TENM2,0.911,0.0
Brain_1_53_Target,接收,4,NTN1_DCC,Brain,DCC,NTN1,0.868,0.015
Brain_1_53_Target,接收,5,TENM2_ADGRL3,Brain,ADGRL3,TENM2,0.827,0.0
Brain_1_53_Target,接收,6,NTN1_UNC5C,Brain,UNC5C,NTN1,0.826,0.023
Brain_1_53_Target,接收,7,WNT5A_SFRP2,Brain,SFRP2,WNT5A,0.784,0.009
Brain_1_53_Target,接收,8,EFNA5_EPHA4,Brain,EPHA4,EFNA5,0.734,0.014
Brain_1_53_Target,接收,9,TENM2_ADGRL1,Brain,ADGRL1,TENM2,0.675,0.001
Brain_1_53_Target,接收,10,WNT3A_SFRP1,Brain,SFRP1,WNT3A,0.626,0.001
Cavity,发送,1,PPIA_BSG,Brain,PPIA,BSG,1.181,0.001
Cavity,发送,2,EFNA5_EPHB2,Brain,EFNA5,EPHB2,0.565,0.003
Cavity,发送,3,TENM2_ADGRL2,Brain,TENM2,ADGRL2,0.5,0.021
Cavity,发送,4,TENM3_ADGRL1,Brain,TENM3,ADGRL1,0.453,0.03
Cavity,发送,5,NCAM1_AGRN,Brain,NCAM1,AGRN,0.421,0.031
Cavity,发送,6,TENM2_ADGRL3,Brain,TENM2,ADGRL3,0.409,0.003
Cavity,发送,7,NCAM1_FGFR1,Brain,NCAM1,FGFR1,0.407,0.017
Cavity,发送,8,TENM2_ADGRL1,Brain,TENM2,ADGRL1,0.366,0.0
Cavity,发送,9,DLL1_NOTCH3,Brain,DLL1,NOTCH3,0.327,0.023
Cavity,发送,10,WNT7A_FZD10_LRP6,Brain,WNT7A,FZD10,0.139,0.012
Cavity,接收,1,MDK_PTPRZ1,Brain,PTPRZ1,MDK,1.013,0.045
Cavity,接收,2,WNT5A_SFRP1,Brain,SFRP1,WNT5A,0.776,0.0
Cavity,接收,3,WNT5B_SFRP1,Brain,SFRP1,WNT5B,0.701,0.0
