cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
AGM,single_cluster,66,100.9,157.8,12.3,5.24
Cavity,single_cluster,91,94.8,165.8,6.4,13.37
Connective tissue,target,68,89.5,162.2,0.0,0.0
Dermomyotome,single_cluster,93,99.1,153.8,12.8,7.45
Mesenchyme,single_cluster,42,93.0,158.1,5.5,15.6
