邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord,37,16.749,0.4526756756756756,0.847,0.177
Neural crest,20,8.462,0.4231,0.949,0.143
Brain,5,1.661,0.3322,0.476,0.148
Cavity_1_34_Target,2,0.888,0.444,0.459,0.429
