邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF1R,Connective tissue,IGF2,IGF1R,1.699,0.002
AGM,发送,2,DLK1_NOTCH2,Connective tissue,DLK1,NOTCH2,1.393,0.0
AGM,发送,3,DLK1_NOTCH3,Connective tissue,DLK1,NOTCH3,1.387,0.0
AGM,发送,4,DLK1_NOTCH1,Connective tissue,DLK1,NOTCH1,1.347,0.0
AGM,发送,5,MPZL1_MPZL1,Connective tissue,MPZL1,MPZL1,0.811,0.0
AGM,发送,6,WNT2_SFRP1,Connective tissue,WNT2,SFRP1,0.668,0.0
AGM,发送,7,FLRT3_ADGRL2,Connective tissue,FLRT3,ADGRL2,0.623,0.0
AGM,发送,8,APP_FPR2,Connective tissue,APP,FPR2,0.579,0.01
AGM,发送,9,WNT5A_SFRP1,Connective tissue,WNT5A,SFRP1,0.545,0.0
AGM,发送,10,TENM3_ADGRL2,Connective tissue,TENM3,ADGRL2,0.535,0.005
AGM,接收,1,MPZL1_MPZL1,Connective tissue,MPZL1,MPZL1,0.811,0.0
AGM,接收,2,EFNA5_EPHA3,Connective tissue,EPHA3,EFNA5,0.712,0.0
AGM,接收,3,PDGFC_PDGFRA,Connective tissue,PDGFRA,PDGFC,0.712,0.0
AGM,接收,4,WNT5A_SFRP1,Connective tissue,SFRP1,WNT5A,0.605,0.0
AGM,接收,5,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,Connective tissue,byALDH1A2,atRetinoicAcid,0.594,0.0
AGM,接收,6,atRetinoicAcid_byALDH1A2_RAreceptor_RARA,Connective tissue,byALDH1A2,atRetinoicAcid,0.582,0.0
AGM,接收,7,CADM1_NECTIN3,Connective tissue,NECTIN3,CADM1,0.572,0.031
AGM,接收,8,WNT5B_SFRP1,Connective tissue,SFRP1,WNT5B,0.57,0.0
AGM,接收,9,atRetinoicAcid_byALDH1A2_RAreceptor_RARA_RXRA,Connective tissue,byALDH1A2,atRetinoicAcid,0.55,0.0
AGM,接收,10,atRetinoicAcid_byALDH1A2_RAreceptor_RXRA,Connective tissue,byALDH1A2,atRetinoicAcid,0.55,0.0
Cavity,发送,1,DLK1_NOTCH2,Connective tissue,DLK1,NOTCH2,1.337,0.0
Cavity,发送,2,DLK1_NOTCH1,Connective tissue,DLK1,NOTCH1,1.327,0.0
Cavity,发送,3,COL3A1_ADGRG1,Connective tissue,COL3A1,ADGRG1,1.111,0.0
Cavity,发送,4,APP_TNFRSF21,Connective tissue,APP,TNFRSF21,0.498,0.007
Cavity,发送,5,WNT2_FZD2_LRP6,Connective tissue,WNT2,FZD2,0.332,0.0
Cavity,发送,6,WNT2_FZD3_LRP6,Connective tissue,WNT2,FZD3,0.332,0.0
Cavity,发送,7,WNT2_FZD7_LRP6,Connective tissue,WNT2,FZD7,0.332,0.0
Cavity,发送,8,WNT2_SFRP2,Connective tissue,WNT2,SFRP2,0.326,0.0
Cavity,发送,9,WNT2_FZD7_LRP5,Connective tissue,WNT2,FZD7,0.322,0.0
Cavity,发送,10,WNT2_FZD2_LRP5,Connective tissue,WNT2,FZD2,0.322,0.0
Cavity,接收,1,PDGFC_PDGFRA,Connective tissue,PDGFRA,PDGFC,0.545,0.003
Cavity,接收,2,WNT6_SFRP1,Connective tissue,SFRP1,WNT6,0.543,0.0
Cavity,接收,3,WNT5A_SFRP1,Connective tissue,SFRP1,WNT5A,0.543,0.0
Cavity,接收,4,WNT2_SFRP1,Connective tissue,SFRP1,WNT2,0.542,0.0
Cavity,接收,5,PDGFA_PDGFRA,Connective tissue,PDGFRA,PDGFA,0.526,0.0
Cavity,接收,6,EFNA5_EPHA3,Connective tissue,EPHA3,EFNA5,0.469,0.0
Cavity,接收,7,EFNA4_EPHA3,Connective tissue,EPHA3,EFNA4,0.414,0.0
Cavity,接收,8,VEGFA_NRP2,Connective tissue,NRP2,VEGFA,0.353,0.002
