邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Connective tissue_1_31_Target,203,77.05499999999999,0.3795812807881773,2.277,0.136
Connective tissue,158,52.54299999999999,0.33255063291139236,1.705,0.103
Heart,112,45.70299999999999,0.4080624999999999,2.126,0.108
Liver,77,39.28000000000001,0.5101298701298702,1.753,0.124
AGM,111,38.259,0.3446756756756757,0.811,0.116
Mesenchyme,126,38.201000000000015,0.3031825396825398,1.453,0.12
Dermomyotome,98,38.149999999999984,0.3892857142857141,1.431,0.138
Cavity,13,5.0280000000000005,0.3867692307692308,0.545,0.142
