邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Neural crest,111,50.87499999999998,0.45833333333333315,1.69,0.149
Sclerotome,108,44.40400000000002,0.4111481481481483,1.658,0.158
Brain,51,22.651000000000003,0.4441372549019609,1.354,0.147
Dermomyotome,34,15.782999999999998,0.46420588235294113,1.27,0.133
AGM,36,13.359999999999998,0.37111111111111106,1.678,0.153
Mesenchyme,23,11.258999999999999,0.48952173913043473,1.238,0.191
Mesenchyme_1_23_Target,10,3.3709999999999996,0.33709999999999996,0.818,0.16
