邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Heart,34,18.26,0.5370588235294118,1.6,0.25
Notochord,24,11.808,0.492,0.805,0.258
Branchial arch,13,6.052,0.4655384615384615,0.735,0.228
Brain,15,6.009,0.4006,0.588,0.309
Dermomyotome,9,4.034000000000001,0.4482222222222223,0.806,0.208
Sclerotome,11,3.8910000000000005,0.3537272727272728,0.549,0.201
Neural crest,7,2.376,0.3394285714285714,0.49,0.218
Mesenchyme,5,1.712,0.3424,0.403,0.242
Cavity,1,0.223,0.223,0.223,0.223
Cavity_1_10_Target,0,0.0,0.0,0.0,0.0
