邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Sclerotome,121,51.219,0.42329752066115706,1.743,0.128
AGM,83,31.420000000000005,0.37855421686746993,1.66,0.092
Dermomyotome_1_26_Target,65,28.853999999999996,0.4439076923076922,1.706,0.123
Liver,50,24.445000000000004,0.48890000000000006,1.541,0.161
Dermomyotome,45,23.186000000000003,0.5152444444444445,1.625,0.162
Mesenchyme,38,19.205000000000005,0.5053947368421055,1.643,0.17
Brain,18,15.48,0.86,1.706,0.43
Connective tissue,23,12.299000000000001,0.5347391304347827,1.981,0.216
Cavity,2,2.58,1.29,1.308,1.272
