邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度,细胞接收平均强度,细胞发送平均强度,平均发送通道数,平均接收通道数,总平均通道数
Neural crest_1_3_Target,142,82,224,55.526999999999994,33.474000000000004,89.001,0.3910352112676056,0.408219512195122,0.39732589285714287,0.27895000000000003,0.46272499999999994,1.1833333333333333,0.6833333333333333,1.8666666666666667
Neural crest,108,108,216,39.892,39.892,79.784,0.3693703703703704,0.3693703703703704,0.3693703703703704,0.33243333333333336,0.33243333333333336,0.9,0.9,1.8
Branchial arch,84,74,158,37.87199999999999,34.02799999999999,71.89999999999998,0.4508571428571428,0.4598378378378377,0.4550632911392404,0.2835666666666666,0.31559999999999994,0.7,0.6166666666666667,1.3166666666666667
Brain,112,77,189,43.65899999999999,24.099000000000007,67.758,0.38981249999999995,0.31297402597402607,0.3585079365079365,0.20082500000000006,0.36382499999999995,0.9333333333333333,0.6416666666666667,1.575
Sclerotome,20,48,68,13.634,38.606,52.24,0.6817,0.8042916666666667,0.7682352941176471,0.3217166666666667,0.11361666666666667,0.16666666666666666,0.4,0.5666666666666667
Cavity,5,1,6,3.929,0.167,4.096,0.7857999999999999,0.167,0.6826666666666666,0.0013916666666666667,0.03274166666666666,0.041666666666666664,0.008333333333333333,0.05
