cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,827,114.9,223.6,9.1,30.88
Cavity,single_cluster,303,119.5,232.5,6.6,19.23
Cavity,target,84,123.3,227.2,0.0,0.0
Neural crest,single_cluster,128,100.7,219.7,23.8,20.05
Notochord,single_cluster,156,114.7,224.9,8.9,12.8
