embedding_name
Heart_2_1
Heart_2_10
Heart_2_14
Heart_2_19
Heart_2_23
Heart_2_25
Heart_2_28
Heart_2_31
Urogenital ridge_2_32
Urogenital ridge_2_34
Urogenital ridge_2_35
Urogenital ridge_2_37
Urogenital ridge_2_38
Urogenital ridge_2_39
Urogenital ridge_2_40
Urogenital ridge_2_41
Urogenital ridge_2_42
Urogenital ridge_2_43
Urogenital ridge_2_44
Urogenital ridge_2_45
Urogenital ridge_2_46
Urogenital ridge_2_47
Blood vessel_2_49
Blood vessel_2_50
Blood vessel_2_51
Blood vessel_2_52
Urogenital ridge_2_53
Blood vessel_2_54
Blood vessel_2_55
Blood vessel_2_56
Blood vessel_2_57
Blood vessel_2_59
Blood vessel_2_61
Blood vessel_2_62
Surface ectoderm_2_68
Sclerotome_2_92
Spinal cord_2_110
Heart_2_114
Heart_2_128
Connective tissue_2_129
Connective tissue_2_130
Connective tissue_2_131
Cavity_2_132
Urogenital ridge_2_133
Lung primordium_2_134
Cavity_2_136
Connective tissue_2_138
Cavity_2_139
Connective tissue_2_140
Connective tissue_2_141
Connective tissue_2_142
Connective tissue_2_143
Cavity_2_144
Cavity_2_145
Cavity_2_146
Cavity_2_147
Surface ectoderm_2_148
Cavity_2_149
Cavity_2_150
Cavity_2_151
Cavity_2_152
Cavity_2_153
Cavity_2_154
Cavity_2_155
Cavity_2_156
Cavity_2_157
Cavity_2_158
Cavity_2_159
Cavity_2_160
Cavity_2_161
Cavity_2_162
Cavity_2_163
Cavity_2_164
Cavity_2_165
Surface ectoderm_2_166
Cavity_2_167
Surface ectoderm_2_168
Surface ectoderm_2_169
Spinal cord_2_170
Spinal cord_2_171
Spinal cord_2_172
Spinal cord_2_173
Spinal cord_2_174
Spinal cord_2_175
Surface ectoderm_2_176
Surface ectoderm_2_177
Surface ectoderm_2_178
Surface ectoderm_2_179
Surface ectoderm_2_180
Surface ectoderm_2_181
Surface ectoderm_2_182
Surface ectoderm_2_183
Cavity_2_184
Surface ectoderm_2_185
Surface ectoderm_2_186
Surface ectoderm_2_187
Surface ectoderm_2_188
Surface ectoderm_2_189
Cavity_2_190
Cavity_2_191
Cavity_2_192
Cavity_2_193
Cavity_2_194
Cavity_2_195
Cavity_2_196
Cavity_2_197
Cavity_2_198
Cavity_2_199
Cavity_2_200
Cavity_2_201
Cavity_2_202
Cavity_2_203
Cavity_2_204
Cavity_2_205
Cavity_2_206
Cavity_2_207
Cavity_2_208
Cavity_2_209
Cavity_2_210
Cavity_2_211
Cavity_2_212
Cavity_2_213
Cavity_1_214
Cavity_2_215
Cavity_2_216
Cavity_2_218
Cavity_2_219
Cavity_2_223
Cavity_2_224
Cavity_2_225
Cavity_2_226
Cavity_2_227
Cavity_2_228
Cavity_2_229
Cavity_2_230
Cavity_2_231
Cavity_2_232
Cavity_2_233
Cavity_2_234
Cavity_2_235
Cavity_2_236
Cavity_2_237
Cavity_2_238
Cavity_2_239
Cavity_2_240
Cavity_2_241
