邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord,155,56.932999999999964,0.3673096774193546,1.149,0.108
Brain_1_13_Target,132,44.72299999999999,0.338810606060606,1.033,0.118
Brain,134,44.531,0.332320895522388,1.158,0.119
Neural crest,119,35.782000000000004,0.30068907563025216,0.86,0.101
Cavity,7,2.268,0.32399999999999995,0.532,0.191
