cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,505,108.2,233.5,9.1,23.91
Brain,target,208,112.0,241.8,0.0,0.0
Cavity,single_cluster,372,118.8,234.6,9.9,16.39
Neural crest,single_cluster,206,105.4,225.8,17.2,11.34
Notochord,single_cluster,96,116.4,221.3,20.9,10.65
