邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF1R,Mesenchyme,IGF2,IGF1R,1.678,0.0
AGM,发送,2,DLK1_NOTCH3,Mesenchyme,DLK1,NOTCH3,1.173,0.014
AGM,发送,3,AGRP_MC2R,Mesenchyme,AGRP,MC2R,0.78,0.0
AGM,发送,4,IGF1_IGF1R,Mesenchyme,IGF1,IGF1R,0.607,0.005
AGM,发送,5,IGF1_IGF1R_enhancerComGPC3,Mesenchyme,IGF1,IGF1R,0.607,0.005
AGM,发送,6,BMP4_BMPR1A_BMPR2,Mesenchyme,BMP4,BMPR1A,0.398,0.039
AGM,发送,7,WNT6_SFRP1,Mesenchyme,WNT6,SFRP1,0.383,0.002
AGM,发送,8,CDH3_CDH3,Mesenchyme,CDH3,CDH3,0.381,0.0
AGM,发送,9,BMP7_BMPR1A_BMPR2,Mesenchyme,BMP7,BMPR1A,0.378,0.019
AGM,发送,10,BMP4_BMR1A_AVR2B,Mesenchyme,BMP4,BMR1A,0.371,0.019
AGM,发送,11,BMP7_BMR1A_AVR2B,Mesenchyme,BMP7,BMR1A,0.351,0.007
AGM,发送,12,MSTN_TGFR_AVR2B,Mesenchyme,MSTN,TGFR,0.347,0.027
AGM,发送,13,BMP4_BMR1B_AVR2B,Mesenchyme,BMP4,BMR1B,0.331,0.016
AGM,发送,14,BMP4_BMPR1B_BMPR2,Mesenchyme,BMP4,BMPR1B,0.331,0.024
AGM,发送,15,BMP7_BMR1B_AVR2B,Mesenchyme,BMP7,BMR1B,0.31,0.007
AGM,发送,16,BMP7_BMPR1B_BMPR2,Mesenchyme,BMP7,BMPR1B,0.31,0.017
AGM,发送,17,BMP5_BMR1A_AVR2B,Mesenchyme,BMP5,BMR1A,0.31,0.046
AGM,发送,18,IGFBP3_TMEM219,Mesenchyme,IGFBP3,TMEM219,0.3,0.039
AGM,发送,19,EFNB3_EPHB1,Mesenchyme,EFNB3,EPHB1,0.274,0.018
AGM,发送,20,BMP5_BMPR1B_BMPR2,Mesenchyme,BMP5,BMPR1B,0.27,0.047
AGM,发送,21,BMP5_BMR1B_AVR2B,Mesenchyme,BMP5,BMR1B,0.27,0.029
AGM,发送,22,Glutamate_byGLS_and_SLC1A3_GRIK2,Mesenchyme,Glutamate,byGLS,0.258,0.045
AGM,发送,23,TGFB2_TGFbeta_receptor2,Mesenchyme,TGFB2,TGFbeta,0.243,0.002
AGM,发送,24,TGFB2_TGFbeta_receptor1,Mesenchyme,TGFB2,TGFbeta,0.243,0.016
AGM,发送,25,NPPA_NPR1,Mesenchyme,NPPA,NPR1,0.234,0.0
AGM,发送,26,WNT6_FZD4_LRP5,Mesenchyme,WNT6,FZD4,0.226,0.0
AGM,发送,27,WNT6_FZD1_LRP5,Mesenchyme,WNT6,FZD1,0.226,0.025
AGM,发送,28,WNT5A_FZD4_LRP5,Mesenchyme,WNT5A,FZD4,0.222,0.025
AGM,发送,29,THBS1_integrin_a3b1_complex,Mesenchyme,THBS1,integrin,0.215,0.05
AGM,发送,30,BMP7_ACVR_1A2B_receptor,Mesenchyme,BMP7,ACVR,0.212,0.01
AGM,发送,31,BMP7_ACVR1_BMPR2,Mesenchyme,BMP7,ACVR1,0.212,0.014
AGM,发送,32,BMP7_ACVR_1A2A_receptor,Mesenchyme,BMP7,ACVR,0.204,0.017
AGM,发送,33,WNT6_FZD4_LRP6,Mesenchyme,WNT6,FZD4,0.202,0.0
AGM,发送,34,WNT6_FZD6_LRP6,Mesenchyme,WNT6,FZD6,0.175,0.002
AGM,发送,35,WNT6_FZD6_LRP5,Mesenchyme,WNT6,FZD6,0.175,0.002
AGM,发送,36,Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_1_4_complex,Mesenchyme,Glutamate,byGLS,0.153,0.043
AGM,接收,1,IGF2_IGF2R,Mesenchyme,IGF2R,IGF2,1.691,0.005
AGM,接收,2,IGF2_IGF1R,Mesenchyme,IGF1R,IGF2,1.575,0.041
AGM,接收,3,DLK1_NOTCH3,Mesenchyme,NOTCH3,DLK1,1.205,0.026
AGM,接收,4,FN1_integrin_aVb1_complex,Mesenchyme,integrin,FN1,0.853,0.031
AGM,接收,5,FN1_integrin_aVb5_complex,Mesenchyme,integrin,FN1,0.853,0.031
AGM,接收,6,FN1_integrin_a3b1_complex,Mesenchyme,integrin,FN1,0.799,0.019
AGM,接收,7,FN1_integrin_a11b1_complex,Mesenchyme,integrin,FN1,0.769,0.018
AGM,接收,8,LRFN4_PTPRF,Mesenchyme,PTPRF,LRFN4,0.671,0.046
AGM,接收,9,FLRT3_ADGRL2,Mesenchyme,ADGRL2,FLRT3,0.652,0.001
AGM,接收,10,AGRN_PTPRS,Mesenchyme,PTPRS,AGRN,0.608,0.042
AGM,接收,11,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,Mesenchyme,byALDH1A2,atRetinoicAcid,0.589,0.0
AGM,接收,12,atRetinoicAcid_byALDH1A2_RAreceptor_RARA,Mesenchyme,byALDH1A2,atRetinoicAcid,0.583,0.0
AGM,接收,13,atRetinoicAcid_byALDH1A2_RAreceptor_RXRA,Mesenchyme,byALDH1A2,atRetinoicAcid,0.53,0.0
AGM,接收,14,atRetinoicAcid_byALDH1A2_RAreceptor_RARA_RXRA,Mesenchyme,byALDH1A2,atRetinoicAcid,0.53,0.0
AGM,接收,15,SLIT2_ROBO1,Mesenchyme,ROBO1,SLIT2,0.5,0.02
AGM,接收,16,FLRT3_ADGRL3,Mesenchyme,ADGRL3,FLRT3,0.475,0.0
AGM,接收,17,TENM3_FLRT3_complex_ADGRL3,Mesenchyme,FLRT3,TENM3,0.46,0.0
AGM,接收,18,WNT5A_SFRP1,Mesenchyme,SFRP1,WNT5A,0.418,0.005
AGM,接收,19,LPAR1_ADGRE5,Mesenchyme,ADGRE5,LPAR1,0.388,0.029
AGM,接收,20,CDH3_CDH3,Mesenchyme,CDH3,CDH3,0.381,0.0
AGM,接收,21,WNT5A_SFRP2,Mesenchyme,SFRP2,WNT5A,0.362,0.018
AGM,接收,22,WNT5A_ROR2,Mesenchyme,ROR2,WNT5A,0.362,0.024
AGM,接收,23,SLIT2_ROBO2,Mesenchyme,ROBO2,SLIT2,0.353,0.006
AGM,接收,24,WNT5A_FZD2_LRP5,Mesenchyme,FZD2,WNT5A,0.324,0.019
AGM,接收,25,WNT5A_FZD3_LRP5,Mesenchyme,FZD3,WNT5A,0.324,0.019
AGM,接收,26,WNT5A_FZD7_LRP5,Mesenchyme,FZD7,WNT5A,0.324,0.019
AGM,接收,27,WNT5A_FZD3_LRP6,Mesenchyme,FZD3,WNT5A,0.303,0.018
AGM,接收,28,WNT5A_FZD2_LRP6,Mesenchyme,FZD2,WNT5A,0.303,0.018
AGM,接收,29,WNT5A_FZD7_LRP6,Mesenchyme,FZD7,WNT5A,0.303,0.018
AGM,接收,30,WNT5A_ROR1,Mesenchyme,ROR1,WNT5A,0.292,0.041
AGM,接收,31,KITLG_KIT,Mesenchyme,KIT,KITLG,0.291,0.02
AGM,接收,32,GDF11_TGFR_AVR2A,Mesenchyme,TGFR,GDF11,0.27,0.012
AGM,接收,33,BMP5_BMR1A_ACR2A,Mesenchyme,BMR1A,BMP5,0.27,0.013
