邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
Brain,发送,1,MDK_PTPRZ1,Neural crest,MDK,PTPRZ1,1.357,0.0
Brain,发送,2,IGF2_IGF1R,Neural crest,IGF2,IGF1R,1.1,0.0
Brain,发送,3,DLK1_NOTCH1,Neural crest,DLK1,NOTCH1,1.076,0.0
Brain,发送,4,IGF2_IGF2R,Neural crest,IGF2,IGF2R,1.059,0.0
Brain,发送,5,DLK1_NOTCH2,Neural crest,DLK1,NOTCH2,0.914,0.034
Brain,发送,6,DLK1_NOTCH3,Neural crest,DLK1,NOTCH3,0.913,0.002
Brain,发送,7,COL3A1_ADGRG1,Neural crest,COL3A1,ADGRG1,0.872,0.0
Brain,发送,8,COL2A1_integrin_a11b1_complex,Neural crest,COL2A1,integrin,0.862,0.0
Brain,发送,9,TENM3_ADGRL2,Neural crest,TENM3,ADGRL2,0.736,0.01
Brain,发送,10,WNT5A_SFRP1,Neural crest,WNT5A,SFRP1,0.726,0.0
Brain,接收,1,PPIA_BSG,Neural crest,BSG,PPIA,1.163,0.0
Brain,接收,2,DLK1_NOTCH2,Neural crest,NOTCH2,DLK1,0.963,0.0
Brain,接收,3,DLK1_NOTCH3,Neural crest,NOTCH3,DLK1,0.941,0.0
Brain,接收,4,FN1_integrin_aVb1_complex,Neural crest,integrin,FN1,0.764,0.009
Brain,接收,5,FN1_integrin_aVb5_complex,Neural crest,integrin,FN1,0.749,0.002
Brain,接收,6,LRRC4C_PTPRF,Neural crest,PTPRF,LRRC4C,0.701,0.005
Brain,接收,7,CADM1_CADM1,Neural crest,CADM1,CADM1,0.687,0.022
Brain,接收,8,CDH2_CDH2,Neural crest,CDH2,CDH2,0.646,0.0
Brain,接收,9,JAM3_JAM3,Neural crest,JAM3,JAM3,0.557,0.0
Brain,接收,10,GJC1_GJC1,Neural crest,GJC1,GJC1,0.531,0.005
