cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,541,108.1,223.9,16.2,30.84
Brain,target,367,91.9,224.3,0.0,0.0
Branchial arch,single_cluster,15,115.4,206.7,29.4,10.17
Cavity,single_cluster,220,105.2,228.1,13.8,26.91
Neural crest,single_cluster,553,99.5,214.9,12.1,17.92
Notochord,single_cluster,177,118.0,219.3,26.6,17.83
Sclerotome,single_cluster,1,108.0,210.0,21.5,0.0
