邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,AGRP_MC2R,Mesenchyme,AGRP,MC2R,0.801,0.0
AGM,发送,2,COL18A1_integrin_a11b1_complex,Mesenchyme,COL18A1,integrin,0.786,0.001
AGM,发送,3,Cholesterol_byDHCR24_RORA,Mesenchyme,Cholesterol,byDHCR24,0.592,0.006
AGM,发送,4,COL2A1_integrin_a11b1_complex,Mesenchyme,COL2A1,integrin,0.519,0.007
AGM,发送,5,COL4A1_integrin_a11b1_complex,Mesenchyme,COL4A1,integrin,0.514,0.041
AGM,发送,6,GJC1_GJC1,Mesenchyme,GJC1,GJC1,0.491,0.031
AGM,发送,7,WNT6_SFRP1,Mesenchyme,WNT6,SFRP1,0.441,0.002
AGM,发送,8,WNT16_SFRP1,Mesenchyme,WNT16,SFRP1,0.432,0.003
AGM,发送,9,WNT7B_SFRP1,Mesenchyme,WNT7B,SFRP1,0.428,0.001
AGM,发送,10,WNT4_SFRP1,Mesenchyme,WNT4,SFRP1,0.426,0.0
AGM,接收,1,LRFN4_PTPRF,Mesenchyme,PTPRF,LRFN4,0.727,0.0
AGM,接收,2,atRetinoicAcid_byALDH1A2_RAreceptor_RARA,Mesenchyme,byALDH1A2,atRetinoicAcid,0.687,0.0
AGM,接收,3,IL1RAP_PTPRF,Mesenchyme,PTPRF,IL1RAP,0.665,0.0
AGM,接收,4,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,Mesenchyme,byALDH1A2,atRetinoicAcid,0.657,0.0
AGM,接收,5,atRetinoicAcid_byALDH1A2_RAreceptor_RXRA,Mesenchyme,byALDH1A2,atRetinoicAcid,0.632,0.0
AGM,接收,6,atRetinoicAcid_byALDH1A2_RAreceptor_RARA_RXRA,Mesenchyme,byALDH1A2,atRetinoicAcid,0.632,0.0
AGM,接收,7,FLRT3_ADGRL2,Mesenchyme,ADGRL2,FLRT3,0.606,0.007
AGM,接收,8,SLIT2_ROBO1,Mesenchyme,ROBO1,SLIT2,0.534,0.0
AGM,接收,9,NCAM1_AGRN,Mesenchyme,AGRN,NCAM1,0.51,0.0
AGM,接收,10,GJC1_GJC1,Mesenchyme,GJC1,GJC1,0.491,0.031
Connective tissue,发送,1,IGF2_IGF2R,Mesenchyme,IGF2,IGF2R,1.752,0.0
Connective tissue,发送,2,DLK1_NOTCH2,Mesenchyme,DLK1,NOTCH2,1.419,0.009
