邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,DLK1_NOTCH3,Sclerotome,DLK1,NOTCH3,1.053,0.0
AGM,发送,2,DLK1_NOTCH1,Sclerotome,DLK1,NOTCH1,1.046,0.022
AGM,发送,3,2arachidonoylglycerol_byDAGLB_CNR1,Sclerotome,2arachidonoylglycerol,byDAGLB,1.013,0.0
AGM,发送,4,COL3A1_integrin_a1b1_complex,Sclerotome,COL3A1,integrin,0.96,0.003
AGM,发送,5,COL3A1_integrin_a11b1_complex,Sclerotome,COL3A1,integrin,0.96,0.0
AGM,发送,6,TENM3_ADGRL2,Sclerotome,TENM3,ADGRL2,0.944,0.0
AGM,发送,7,FN1_integrin_a8b1_complex,Sclerotome,FN1,integrin,0.87,0.0
AGM,发送,8,MPZL1_MPZL1,Sclerotome,MPZL1,MPZL1,0.867,0.022
AGM,发送,9,FN1_integrin_a4b1_complex,Sclerotome,FN1,integrin,0.806,0.034
AGM,发送,10,FN1_integrin_a3b1_complex,Sclerotome,FN1,integrin,0.789,0.046
AGM,接收,1,PPIA_BSG,Sclerotome,BSG,PPIA,1.162,0.001
AGM,接收,2,MPZL1_MPZL1,Sclerotome,MPZL1,MPZL1,0.867,0.022
AGM,接收,3,PDGFC_PDGFRA,Sclerotome,PDGFRA,PDGFC,0.793,0.006
AGM,接收,4,TENM3_ADGRL2,Sclerotome,ADGRL2,TENM3,0.742,0.042
AGM,接收,5,LRFN4_PTPRF,Sclerotome,PTPRF,LRFN4,0.663,0.021
AGM,接收,6,EFNA5_EPHA7,Sclerotome,EPHA7,EFNA5,0.639,0.043
AGM,接收,7,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,Sclerotome,byALDH1A2,atRetinoicAcid,0.624,0.0
AGM,接收,8,TENM3_ADGRL3,Sclerotome,ADGRL3,TENM3,0.598,0.002
AGM,接收,9,IL1RAP_PTPRF,Sclerotome,PTPRF,IL1RAP,0.597,0.031
AGM,接收,10,LRFN5_PTPRF,Sclerotome,PTPRF,LRFN5,0.591,0.018
Brain,发送,1,2arachidonoylglycerol_byDAGLB_CNR1,Sclerotome,2arachidonoylglycerol,byDAGLB,1.56,0.003
Brain,发送,2,CADM1_CADM1,Sclerotome,CADM1,CADM1,1.467,0.007
Brain,发送,3,SLIT2_ROBO2,Sclerotome,SLIT2,ROBO2,1.372,0.006
Brain,发送,4,APP_PLXNA4,Sclerotome,APP,PLXNA4,1.122,0.004
Brain,发送,5,FN1_integrin_aVb5_complex,Sclerotome,FN1,integrin,1.107,0.019
Brain,发送,6,WNT5A_SFRP1,Sclerotome,WNT5A,SFRP1,1.097,0.018
Brain,发送,7,APLP2_PLXNA4,Sclerotome,APLP2,PLXNA4,1.084,0.003
Brain,发送,8,CDH2_CDH2,Sclerotome,CDH2,CDH2,1.067,0.026
Brain,发送,9,CDH6_CDH6,Sclerotome,CDH6,CDH6,1.044,0.029
Brain,发送,10,WNT5B_SFRP1,Sclerotome,WNT5B,SFRP1,0.963,0.022
Brain,接收,1,CADM1_CADM1,Sclerotome,CADM1,CADM1,1.467,0.007
Brain,接收,2,CADM1_NECTIN3,Sclerotome,NECTIN3,CADM1,1.438,0.005
Brain,接收,3,DLL3_NOTCH2,Sclerotome,NOTCH2,DLL3,1.347,0.0
Brain,接收,4,DLL3_NOTCH1,Sclerotome,NOTCH1,DLL3,1.344,0.0
Brain,接收,5,APP_FPR2,Sclerotome,FPR2,APP,1.309,0.009
