邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Connective tissue,201,201,402,74.53799999999997,74.53799999999997,149.07599999999994,0.37083582089552225,0.37083582089552225,0.37083582089552225
Connective tissue_1_112_Target,135,55,190,56.32099999999999,26.84399999999999,83.16499999999998,0.4171925925925925,0.4880727272727271,0.4377105263157894
AGM,121,67,188,51.92499999999998,27.494000000000003,79.41899999999998,0.42913223140495854,0.41035820895522396,0.42244148936170206
Dermomyotome,111,81,192,46.28400000000001,29.555000000000007,75.83900000000003,0.4169729729729731,0.3648765432098766,0.3949947916666668
Mesenchyme,94,98,192,40.63800000000003,32.37100000000001,73.00900000000004,0.4323191489361705,0.3303163265306123,0.38025520833333354
Cavity,3,1,4,2.036,0.547,2.583,0.6786666666666666,0.547,0.64575
