邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,IGF2_IGF2R,Connective tissue,IGF2,IGF2R,1.943,0.003
AGM,发送,2,IGF2_IGF1R,Connective tissue,IGF2,IGF1R,1.783,0.0
AGM,发送,3,DLK1_NOTCH2,Connective tissue,DLK1,NOTCH2,1.518,0.005
AGM,发送,4,DLK1_NOTCH1,Connective tissue,DLK1,NOTCH1,1.428,0.001
AGM,发送,5,DLK1_NOTCH3,Connective tissue,DLK1,NOTCH3,1.41,0.004
AGM,发送,6,COL3A1_ADGRG1,Connective tissue,COL3A1,ADGRG1,1.173,0.0
AGM,发送,7,COL3A1_integrin_a11b1_complex,Connective tissue,COL3A1,integrin,1.164,0.0
AGM,发送,8,COL1A1_integrin_a11b1_complex,Connective tissue,COL1A1,integrin,1.039,0.0
AGM,发送,9,FN1_integrin_aVb1_complex,Connective tissue,FN1,integrin,0.972,0.0
AGM,发送,10,COL1A2_integrin_a11b1_complex,Connective tissue,COL1A2,integrin,0.967,0.0
AGM,接收,1,PPIA_BSG,Connective tissue,BSG,PPIA,1.244,0.009
AGM,接收,2,FGF2_FGFR2,Connective tissue,FGFR2,FGF2,1.17,0.0
AGM,接收,3,MPZL1_MPZL1,Connective tissue,MPZL1,MPZL1,0.765,0.002
AGM,接收,4,LRFN4_PTPRF,Connective tissue,PTPRF,LRFN4,0.724,0.0
AGM,接收,5,IL1RAP_PTPRF,Connective tissue,PTPRF,IL1RAP,0.698,0.0
AGM,接收,6,EFNA5_EPHA3,Connective tissue,EPHA3,EFNA5,0.681,0.0
AGM,接收,7,PDGFC_PDGFRA,Connective tissue,PDGFRA,PDGFC,0.659,0.008
AGM,接收,8,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,Connective tissue,byALDH1A2,atRetinoicAcid,0.635,0.0
AGM,接收,9,TENM3_ADGRL2,Connective tissue,ADGRL2,TENM3,0.621,0.004
AGM,接收,10,atRetinoicAcid_byALDH1A2_RAreceptor_RARA,Connective tissue,byALDH1A2,atRetinoicAcid,0.602,0.0
Cavity,发送,1,COL3A1_ADGRG1,Connective tissue,COL3A1,ADGRG1,1.183,0.0
Cavity,发送,2,APP_FPR2,Connective tissue,APP,FPR2,0.73,0.0
Cavity,发送,3,TGM2_ADGRG1,Connective tissue,TGM2,ADGRG1,0.123,0.031
Cavity,接收,1,WNT6_SFRP1,Connective tissue,SFRP1,WNT6,0.547,0.003
Connective tissue,发送,1,IGF2_IGF2R,Connective tissue,IGF2,IGF2R,2.079,0.0
Connective tissue,发送,2,IGF2_IGF1R,Connective tissue,IGF2,IGF1R,1.839,0.0
Connective tissue,发送,3,DLK1_NOTCH2,Connective tissue,DLK1,NOTCH2,1.55,0.0
Connective tissue,发送,4,DLK1_NOTCH1,Connective tissue,DLK1,NOTCH1,1.452,0.0
Connective tissue,发送,5,DLK1_NOTCH3,Connective tissue,DLK1,NOTCH3,1.433,0.0
Connective tissue,发送,6,COL3A1_integrin_a11b1_complex,Connective tissue,COL3A1,integrin,1.172,0.0
Connective tissue,发送,7,COL3A1_integrin_a1b1_complex,Connective tissue,COL3A1,integrin,1.169,0.0
