邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Heart,27,29,56,13.503,15.503000000000002,29.006,0.5001111111111111,0.5345862068965518,0.5179642857142858
Connective tissue,12,7,19,4.845,3.96,8.805,0.40375,0.5657142857142857,0.46342105263157896
Dermomyotome,12,11,23,4.497999999999999,3.9189999999999996,8.416999999999998,0.3748333333333333,0.35627272727272724,0.36595652173913035
AGM,4,1,5,1.1460000000000001,0.329,1.475,0.28650000000000003,0.329,0.29500000000000004
Mesenchyme,3,0,3,1.181,0.0,1.181,0.39366666666666666,0.0,0.39366666666666666
Cavity_1_125_Target,1,1,2,0.286,0.216,0.502,0.286,0.216,0.251
