cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
AGM,single_cluster,153,109.1,161.1,17.2,11.15
Cavity,single_cluster,171,102.7,169.2,15.5,13.11
Connective tissue,single_cluster,207,97.8,163.4,7.8,12.01
Connective tissue,target,76,92.3,157.8,0.0,0.0
Dermomyotome,single_cluster,94,99.2,153.8,8.0,7.52
Heart,single_cluster,94,114.9,175.3,28.6,5.93
Liver,single_cluster,45,120.8,169.7,30.9,3.62
Mesenchyme,single_cluster,24,102.7,151.1,12.4,9.88
