邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Notochord,133,150,283,51.359,66.95700000000002,118.31600000000003,0.38615789473684214,0.44638000000000017,0.4180777385159012
Brain,122,122,244,49.71900000000001,49.71900000000001,99.43800000000002,0.40753278688524597,0.40753278688524597,0.40753278688524597
Neural crest,85,98,183,26.546000000000003,40.464999999999996,67.011,0.3123058823529412,0.4129081632653061,0.36618032786885246
Brain_1_22_Target,26,65,91,12.361999999999998,30.762000000000004,43.124,0.4754615384615384,0.4732615384615385,0.47389010989010993
Branchial arch,39,12,51,27.805,12.299000000000001,40.104,0.712948717948718,1.0249166666666667,0.7863529411764706
Cavity,14,38,52,5.372000000000001,16.910999999999998,22.282999999999998,0.3837142857142858,0.4450263157894736,0.4285192307692307
