邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Neural crest,97,39.89500000000001,0.4112886597938145,1.396,0.15
Sclerotome,100,35.967000000000006,0.35967000000000005,1.334,0.16
Brain,53,21.402999999999995,0.4038301886792452,1.41,0.126
AGM,52,15.278999999999998,0.29382692307692304,1.184,0.151
Liver,22,15.221000000000002,0.6918636363636365,1.831,0.262
Dermomyotome,33,14.849999999999998,0.44999999999999996,1.299,0.202
Connective tissue,20,12.601,0.63005,1.932,0.148
Mesenchyme_1_27_Target,16,6.884,0.43025,1.274,0.209
Mesenchyme,9,6.552,0.728,1.263,0.21
