cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
AGM,target,40,133.0,179.8,0.0,0.0
Brain,single_cluster,1,137.0,168.0,12.5,0.0
Branchial arch,single_cluster,53,129.7,189.6,10.3,4.79
Cavity,single_cluster,48,131.8,178.0,2.2,10.8
Dermomyotome,single_cluster,1,149.0,173.0,17.4,0.0
Heart,single_cluster,114,124.1,182.7,9.4,6.6
Liver,single_cluster,72,127.0,171.8,10.1,6.93
Neural crest,single_cluster,139,139.5,187.5,10.0,6.88
Sclerotome,single_cluster,143,144.2,174.7,12.3,7.67
