邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Heart,148,65.09999999999998,0.43986486486486476,2.78,0.104
Heart_1_74_Target,126,59.343999999999994,0.47098412698412695,2.692,0.125
Branchial arch,136,58.73000000000002,0.4318382352941178,2.611,0.13
Neural crest,136,51.783,0.38075735294117646,2.566,0.101
AGM,120,49.34200000000001,0.41118333333333346,2.368,0.129
Connective tissue,76,38.883,0.5116184210526317,2.585,0.107
Liver,68,33.238,0.4887941176470588,2.51,0.132
Cavity,18,7.173000000000001,0.3985000000000001,0.697,0.111
