邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Branchial arch,219,84.208,0.38451141552511414,2.275,0.11
Heart,148,65.09999999999998,0.43986486486486476,2.78,0.104
Heart_1_74_Target,119,57.996000000000016,0.48736134453781527,2.77,0.109
AGM,147,57.80500000000002,0.39323129251700695,2.009,0.125
Liver,130,52.22900000000001,0.40176153846153856,2.005,0.113
Connective tissue,95,42.58899999999999,0.44830526315789465,2.344,0.132
Neural crest,94,41.761,0.4442659574468085,2.05,0.161
Cavity,31,15.383999999999999,0.49625806451612897,1.852,0.094
