邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Sclerotome,135,106,241,57.33700000000001,44.301000000000016,101.63800000000003,0.4247185185185186,0.4179339622641511,0.42173443983402503
Connective tissue,101,160,261,41.79700000000002,57.466000000000015,99.26300000000003,0.41383168316831703,0.3591625000000001,0.38031800766283536
Dermomyotome,74,74,148,34.260999999999996,34.260999999999996,68.52199999999999,0.46298648648648644,0.46298648648648644,0.46298648648648644
AGM,85,72,157,31.377,28.886999999999997,60.263999999999996,0.3691411764705882,0.4012083333333333,0.38384713375796176
Dermomyotome_1_28_Target,55,54,109,24.201999999999998,26.425000000000004,50.627,0.4400363636363636,0.4893518518518519,0.4644678899082569
Mesenchyme,44,66,110,18.642,23.844000000000005,42.486000000000004,0.42368181818181816,0.36127272727272736,0.38623636363636366
Liver,35,25,60,17.925,12.084999999999997,30.009999999999998,0.5121428571428571,0.4833999999999999,0.5001666666666666
Brain,16,16,32,13.165,16.413999999999998,29.578999999999997,0.8228125,1.0258749999999999,0.9243437499999999
