邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Sclerotome,135,57.33700000000001,0.4247185185185186,1.836,0.128
Connective tissue,101,41.79700000000002,0.41383168316831703,1.883,0.09
Dermomyotome,74,34.260999999999996,0.46298648648648644,1.738,0.121
AGM,85,31.377,0.3691411764705882,1.724,0.105
Dermomyotome_1_28_Target,55,24.201999999999998,0.4400363636363636,1.364,0.101
Mesenchyme,44,18.642,0.42368181818181816,1.308,0.113
Liver,35,17.925,0.5121428571428571,1.716,0.219
Brain,16,13.165,0.8228125,1.697,0.473
