cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,single_cluster,248,109.0,234.4,1.3,18.53
Branchial arch,single_cluster,4,115.2,208.8,25.1,6.69
Cavity,single_cluster,248,116.4,234.3,7.2,12.75
Neural crest,single_cluster,332,106.7,221.8,11.7,12.09
Notochord,single_cluster,128,117.6,218.9,16.5,11.58
Notochord,target,56,109.3,233.2,0.0,0.0
