邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Neural crest,175,166,341,75.71799999999993,70.64500000000004,146.36299999999997,0.43267428571428534,0.42557228915662676,0.4292170087976539
Sclerotome,161,161,322,64.03200000000002,64.03200000000002,128.06400000000005,0.39771428571428585,0.39771428571428585,0.39771428571428585
Sclerotome_1_97_Target,153,121,274,61.39200000000001,54.72499999999997,116.11699999999999,0.4012549019607844,0.45227272727272705,0.42378467153284666
Dermomyotome,81,96,177,37.17700000000001,42.768000000000015,79.94500000000002,0.4589753086419754,0.4455000000000002,0.45166666666666677
AGM,98,83,181,42.547,29.79300000000001,72.34,0.43415306122448977,0.3589518072289158,0.39966850828729283
Liver,55,73,128,26.592000000000006,34.457999999999984,61.04999999999999,0.4834909090909092,0.47202739726027376,0.4769531249999999
Mesenchyme,45,72,117,19.743000000000006,29.391999999999992,49.135,0.4387333333333335,0.4082222222222221,0.41995726495726493
Brain,17,17,34,15.033999999999999,18.122,33.156,0.8843529411764706,1.066,0.9751764705882353
Cavity,19,4,23,9.894,1.2109999999999999,11.105,0.5207368421052632,0.30274999999999996,0.48282608695652174
