cell_type,cluster_id,cell_num,x,y,distance_to_target,compactness
Brain,target,8,129.5,230.8,0.0,0.0
Cavity,single_cluster,243,126.5,229.1,3.5,11.7
Neural crest,single_cluster,2,120.5,246.0,17.7,1.0
