邻居细胞,通道数量,总强度,平均强度,最大强度,最小强度
Notochord,30,13.875000000000002,0.4625000000000001,0.957,0.189
Neural crest,21,7.237,0.3446190476190476,0.807,0.181
Brain,21,7.034,0.33495238095238095,0.569,0.175
Cavity,1,0.273,0.273,0.273,0.273
Cavity_1_8_Target,0,0.0,0.0,0.0,0.0
