邻居细胞,方向,排名,通道,目标细胞,目标细胞基因,邻居细胞基因,强度,显著性
AGM,发送,1,PPIA_BSG,Branchial arch,PPIA,BSG,1.225,0.015
AGM,发送,2,DLK1_NOTCH3,Branchial arch,DLK1,NOTCH3,1.101,0.0
AGM,发送,3,DLK1_NOTCH2,Branchial arch,DLK1,NOTCH2,1.082,0.0
AGM,发送,4,DLK1_NOTCH1,Branchial arch,DLK1,NOTCH1,1.08,0.0
AGM,发送,5,FN1_integrin_a8b1_complex,Branchial arch,FN1,integrin,1.05,0.0
AGM,发送,6,TENM3_ADGRL2,Branchial arch,TENM3,ADGRL2,0.776,0.0
AGM,发送,7,PDGFC_PDGFRA,Branchial arch,PDGFC,PDGFRA,0.758,0.0
AGM,发送,8,SLIT2_ROBO1,Branchial arch,SLIT2,ROBO1,0.716,0.001
AGM,发送,9,AGRN_PTPRS,Branchial arch,AGRN,PTPRS,0.695,0.011
AGM,发送,10,TENM4_ADGRL2,Branchial arch,TENM4,ADGRL2,0.687,0.0
AGM,接收,1,MDK_PTPRZ1,Branchial arch,PTPRZ1,MDK,1.432,0.0
AGM,接收,2,LRFN4_PTPRF,Branchial arch,PTPRF,LRFN4,0.87,0.0
AGM,接收,3,COL3A1_ADGRG1,Branchial arch,ADGRG1,COL3A1,0.846,0.026
AGM,接收,4,COL3A1_integrin_a11b1_complex,Branchial arch,integrin,COL3A1,0.83,0.014
AGM,接收,5,TENM3_ADGRL2,Branchial arch,ADGRL2,TENM3,0.736,0.012
AGM,接收,6,PTN_PTPRZ1,Branchial arch,PTPRZ1,PTN,0.731,0.0
AGM,接收,7,PDGFC_PDGFRA,Branchial arch,PDGFRA,PDGFC,0.711,0.0
AGM,接收,8,TENM4_ADGRL2,Branchial arch,ADGRL2,TENM4,0.663,0.0
AGM,接收,9,NTN1_UNC5C,Branchial arch,UNC5C,NTN1,0.637,0.0
AGM,接收,10,WNT5A_FRZB,Branchial arch,FRZB,WNT5A,0.617,0.0
Brain,发送,1,DLK1_NOTCH1,Branchial arch,DLK1,NOTCH1,1.286,0.0
Brain,发送,2,2arachidonoylglycerol_byDAGLB_CNR1,Branchial arch,2arachidonoylglycerol,byDAGLB,1.209,0.0
Brain,发送,3,DLK1_NOTCH2,Branchial arch,DLK1,NOTCH2,1.012,0.001
Brain,发送,4,DLK1_NOTCH3,Branchial arch,DLK1,NOTCH3,1.005,0.0
Brain,发送,5,CADM1_CADM1,Branchial arch,CADM1,CADM1,0.939,0.0
Brain,发送,6,LRFN4_PTPRF,Branchial arch,LRFN4,PTPRF,0.916,0.035
Brain,发送,7,COL3A1_ADGRG1,Branchial arch,COL3A1,ADGRG1,0.878,0.011
Brain,发送,8,WNT5A_SFRP1,Branchial arch,WNT5A,SFRP1,0.857,0.0
Brain,发送,9,WNT5B_SFRP1,Branchial arch,WNT5B,SFRP1,0.76,0.0
Brain,发送,10,SLIT2_ROBO1,Branchial arch,SLIT2,ROBO1,0.699,0.03
Brain,接收,1,FGF10_FGFR2,Branchial arch,FGFR2,FGF10,1.256,0.004
