邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Connective tissue,210,210,420,74.85799999999998,74.85799999999998,149.71599999999995,0.35646666666666654,0.35646666666666654,0.35646666666666654
Heart,167,135,302,67.71100000000001,54.742,122.453,0.4054550898203594,0.4054962962962963,0.40547350993377484
Connective tissue_1_30_Target,153,147,300,55.33000000000001,59.577000000000005,114.90700000000001,0.36163398692810467,0.4052857142857143,0.3830233333333334
AGM,204,110,314,71.59599999999999,39.94199999999999,111.53799999999998,0.35096078431372546,0.3631090909090908,0.3552165605095541
Liver,169,85,254,61.374000000000024,43.708999999999996,105.08300000000003,0.3631597633136096,0.5142235294117646,0.413712598425197
Dermomyotome,108,97,205,41.80300000000002,38.980000000000004,80.78300000000002,0.387064814814815,0.4018556701030928,0.3940634146341464
Mesenchyme,86,66,152,47.818,31.527999999999995,79.34599999999999,0.5560232558139535,0.4776969696969696,0.5220131578947368
Cavity,17,12,29,9.272,5.337000000000001,14.609000000000002,0.5454117647058824,0.44475000000000003,0.5037586206896553
