邻居细胞,发送通道数,接收通道数,总通道数,发送总强度,接收总强度,通讯总强度,发送平均强度,接收平均强度,总平均强度
Notochord,31,36,67,15.859,17.979,33.838,0.5115806451612903,0.4994166666666666,0.505044776119403
Neural crest,13,16,29,5.587999999999999,9.591000000000001,15.179,0.42984615384615377,0.5994375000000001,0.5234137931034483
Brain,18,10,28,8.385,4.002,12.387,0.4658333333333333,0.4002,0.44239285714285714
Cavity_1_51_Target,1,1,2,0.471,0.33,0.8009999999999999,0.471,0.33,0.40049999999999997
